Number,Exercise Name Technical,Exercise Name Translated,Type of exercise,Level,Purpose,Equipment,Stopwatch,Description,Related,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,Psoas stretch (hip flexor),Hip flexor stretch,Stretch,B,"Hip tightness, lower back pain",,30 seconds,"To stretch your right psoas (hip flexor): 1) Kneel down on the ground placing a pillow under your right knee if required and lunge your left leg out in front so that your knee is at a right angle (hold onto a chair for support if needed). 2) Keep your back in neutral spine (slight curve or concavity in your lower back) and keep your hips facing forward. 3) Lunge forward on your back leg, tucking your tailbone under (curling your pubic bone up towards the ceiling), you should feel a stretch up the front of your back leg (right). 4) Make sure your knee does not come over your ankle when you lunge forward. 5) Hold for 20-30 seconds and repeat twice each side.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,Piriformis stretch supine (deep buttock),Deep buttock stretch lying down,Stretch,I,"Hip tightness, lower back pain",Nil,30 seconds,To stretch the right piriformis: 1) Lie flat on your back with both knees bent up 2) Cross your right leg over your left leg so that your ankle is resting on your left thigh. 3) Reach your left arm around your left leg and your right arm through your right leg so that you interlace your hands around your left leg.  4) Pull your left leg up towards your chest until you feel a stretch in your right buttock and up the back of your thigh (try to keep your tailbone down on the floor - you will feel the stretch sooner than if you allow your tailbone to lift off the floor). 5) Hold for 20-30 seconds and repeat twice each side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,Piriformis stretch seated (deep buttock),Deep buttock stretch seated,Stretch,B,"Hip tightness, lower back pain",,30 seconds,To stretch the left piriformis: 1) Sit towards the edge of a stable chair with both feet flat on the ground and knees at 90 degrees. 2) Cross your left leg over the other leg so that your ankle is resting on your right thigh. 3) Keep your back in neutral spine (slight curve or concavity in your lower back) and bend forward from your pelvis (not your lower back). 4) You should feel a stretch through your left buttock and up the back of the thigh. 5) Hold for 20-30 seconds and repeat twice each side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,Gentle lower back flexion supine,Lower back mobility lying down 2,Mobilisation,B,Lower back pain / stiffness,Nil,45 seconds,"1) Start lying on your back with your knees bent up hip width and feet on the floor. 2) Breathe in and as you breathe out pull one knee up to chest and hold for 5 seconds breathing normally. 3) Lower your leg and repeat on the other side. 4) Keep that leg hugged in and then pull the other leg up so they are both hugged into the chest, hold for 10-20 seconds. 5) In this same position do gentle rolls side to side and then small circles with your knees to help mobilise the lumbar spine. 6) Lower each leg one at a time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
*106 - use photo 401 for this exercise too,Pelvic Tilting Supine,Pelvic / lower back mobility lying down,Mobilisation,B,Lower back pain / stiffness,Swiss ball,60 seconds,"1) Start lying on your back with your knees bent up and feet on the floor. 2) Make sure your knees are aligned with your hips (hip distance apart) and your feet are aligned with your knees. 3) Imagine your spine is a chain of links, take a breath in and as you breathe out slowly roll your pelvis so you are curling your pubic bone up towards your chin and you are pressing each vertebra one at a time into the floor. 3) Breathe in as you rock your pubic bone down towards your feet you slowly lift each vertebra one at a time off the floor. 4) Repeat this 10 times (you shouldn't feel any pain).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Pelvic Tilting on a ball,Pelvic / lower back mobility on a ball,Mobilisation / Swiss ball,B,Lower back pain / stiffness,Swiss ball,60 seconds,"1) Sitting on a Swiss ball with feet firmly planted on the ground, draw your shoulders down the back of your ribcage and gently pull your belly button into your spine. 2) Rock your pelvis back and forth by tucking your tail bone under / curling your pubic bone up to the ceiling, trying to imagine each vertebra moving individually and then rolling your tail bone back / pubic bone down to the floor. 3) Movement is slow and controlled trying to maintain core activation (belly button to spine). 4) Repeat back and forth x10. 5) Then try moving pelvis side to side keeping your upper back and neck where they are. 6) Try doing circles with the pelvis rotating each way (clockwise/anti-clockwise).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,Nil,2 minutes,"1) Kneel on the floor on all fours with hands under shoulders and knees positioned under the hips. 2) Find your neutral spine (slight curve or concavity is maintained in the lower back), keep head in line with the spine (looking to the floor). 3) Activate core*, draw shoulders down the back  4) Breathe in to prepare and while breathing out reach your right leg behind you (imagine you are creating a straight groove in the sand behind you, try to keep pelvis as stable as possible). 5) Breathe in as you return to the starting position placing weight back onto the knee. 6) Repeat 6 times on both sides. 7) Repeat using your arm - gliding up to shoulder height. *(see related exercises)","401, 402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Quadratus lumborum (ball),Lower back stretch on ball,Stretch / Swiss ball,I,Lower back pain / stiffness,Swiss Ball,30 seconds,"1) Start by sitting on a Swiss ball 2) Activate your core* and find neutral spine*, draw your shoulders down the back of your ribcage. 3) Reach your left arm over the top of your head and with your other hand hold onto your left wrist to increase the stretch by pulling over to the right. 4) At the same time using your hips on the ball push to the right - creating a banana like shape - you should feel the stretch in the side of you lower back. 5) Hold for 20-30 seconds and repeat twice each side.  (*See 'neutral spine and core' under programs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,Gluteus maximus stretch supine,Buttock stretch lying down,Stretch,B,"Runners, walkers, most sports, lower back pain",Nil,30 seconds,1) Lying on your back. 2) Pull your left knee in towards your chest and slightly over to your right shoulder. 3) Hold your left arm out to the side. 4) Hold for 20-30 seconds. 5) Repeat twice both sides.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,Gluteus maximus stretch prone,Buttock stretch on the ground,Stretch,B,"Runners, walkers, most sports, lower back pain",Nil,30 seconds,1) Come onto all fours on the floor. 2) Bring your left leg up under your chest with your knee bent so that your foot and lower leg is lying across the middle of your body. 3) Sit back over your leg and reach your arms forward (there should be a good stretch in your buttock). 4) Hold for 20-30 seconds. 5) Repeat twice both sides.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,Gluteus medius stretch,Hip abductor stretch (outer buttock),Stretch,B,"Runners, walkers, most sports, lower back pain",Nil,30 seconds,1) Lying on your back with your legs out straight. 2) Bend your left leg up and pull it over to the right leg with your right arm. 3) Keep your right arm on the floor out to your side. 4) Pull the leg across until you feel a stretch on the outside of your hip. 5) Hold for 20-30 seconds. 6) Repeat twice each side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,TFL stretch standing,Outer hip stretch standing,Stretch,B,"Runners, walkers, most sports, knee pain",Nil,30 seconds,"To stretch your left side: 1) Standing tall, engage your core*, step your right leg in front of your left leg. 2) Shunt your hips to the left and bring your left arm over the top your head so you are making a banana shape with your body. 3) Feel a stretch up the side of your left hip, hold for 20-30 seconds. 4) Repeat twice each side. (*See 'neutral spine and core' under programs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,TFL stretch seated,Outer hip stretch seated,Stretch,I,"Runners, walkers, most sports",Nil,30 seconds,1) Sit with your legs out straight. 2) Cross your right leg over your left so your right foot is over your left leg. 3) Pull your right knee into your chest until you feel a stretch up the side of the hip / buttock. 4) Hold for 20-30 seconds. 5) Repeat twice each side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,Hamstring stretch supine,Back of thigh stretch (lying on back),Stretch,B,"Runners, walkers, most sports, lower back pain",Nil,30 seconds,1) Lie on your back holding a towel or piece of strong resistance band. 2) Bend up your right knee and lift your leg placing the towel around your foot and holding onto each end with your hands. 3) Pull your right leg up in towards your chest until you feel a stretch up the back of your leg. 4) Hold for 20-30 seconds. 5) Repeat twice both sides.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,Hamstring stretch kneeling,Back of thigh stretch (kneeling),Stretch,B,"Runners, walkers, most sports, lower back pain",Nil,30 seconds,"1) Kneel on the ground - place a pillow under your left knee if you have sensitive knees. 2) Straighten out your right leg in front of you. 3) Keep your lumbar curve (concavity) and lean forward from your pelvis (not lower back). 3) Feel a stretch up the back of the leg, hold for 20-30 seconds. 4) Repeat twice each side.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,Hamstring stretch standing,Back of thigh stretch (standing),Stretch,B,"Runners, walkers, most sports, lower back pain",Nil,30 seconds,"1) Standing, straighten out your right leg with your heel on the ground. 2) Putting your weight on your left side bend your left knee and lean over your right leg until your feel a stretch up the back of your leg. 3) Hold for 20-30 seconds. 4) Repeat twice each side.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,Rectus femoris (quadriceps) - standing,Front thigh stretch standing (quads),Stretch,B,"Runners, walkers, most sports",Nil,30 seconds,"1) Standing tall, bend your right knee and reach behind with your right arm to hold your right foot. 2) Draw your shoulders down and find neutral spine* (do not tilt forward). 3) Gently pull your foot into your buttocks until you feel a stretch up the front of your right thigh. 4) Hold for 20-30 seconds. 5) Repeat twice each side. (*See 'neutral spine and core' under programs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,Rectus femoris (quadriceps) - kneeling,Front thigh stretch kneeling (quads),Stretch,B,"Runners, walkers, most sports",Nil,30 seconds,"To stretch your right quad: 1) Kneel down on the ground placing a pillow under your right knee if required and lunge your left leg out in front so that your knee is at a right angle (hold onto a chair for support if needed). 2) Keep your back straight (neutral spine*) and do not twist to the side.3) Lunge forward on your back leg slightly and then tuck your tailbone under (curling your pubic bone up towards the ceiling) until you should feel a stretch up the front of your back leg (right), to increase the stretch you can hold onto your right foot. 4) Make sure your knee does not come over your ankle when you lunge forward. 5) Hold for 20-30 seconds and repeat twice each side. (*See 'neutral spine and core' under programs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,Rectus femoris (quadriceps) - sidelying,Front thigh stretch sidelying (quads),Stretch,B,"Runners, walkers, most sports",Nil,30 seconds,1) Lie on your right side with your head resting on your right arm and right knee bent for stability. 2) Bend your left knee and hold onto your left foot with your left hand. 3) Stabilise your pelvis (don't allow it to move forward) - all the movement should come from your leg. 4) Pull your left leg back until you feel a stretch up the front of the right thigh. 5) Hold for 20-30 seconds. 6) Repeat twice each side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,Hip flexor stretch Swiss Ball,Front of hip stretch Swiss Ball (hip flexor),Stretch / Swiss Ball,I,"Runners, walkers, most sports, lower back pain",Swiss Ball,30 seconds,"1)Place a Swiss Ball next to a sturdy chair / table if needed. 2) Bring your left leg over the top of a Swiss Ball and your right leg behind you on the Swiss Ball (the Swiss Ball has to be small enough that both feet can contact the ground). 3) Hold onto the chair table, tilt your pelvis forward until you feel a stretch up the front of the right hip. 4) Hold for 20-30 seconds. 5) Repeat twice each side.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,Hip mobilisation supine,Hip mobility lying down,Mobilisation,B,"Runners, walkers, hip tightness, lower back pain",Nil,60 seconds,"1) Lie on your back with your legs out straight. 2) Engage your core*, bend your right knee up and gently but firmly pull it into your chest. 3) Clasping your hands around your knee gently roll your hip out to the right and then down and over to the left in and anti-clockwise movement - repeat 5 times. 4) Then rotate your hip in a clockwise movement repeating 5 times. 5) Repeat for the other hip. (*See 'neutral spine and core' under programs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Hip flexor stretch standing,Front of hip stretch standing (hip flexor),Stretch,B,"Runners, walkers, most sports, lower back pain",,30 seconds,1) Standing tall with feet hip width apart. 2) Step your left leg out in front. 3) Bend both your left and right knees and tilt your pubic bone / pelvis up to the ceiling. 4) Lunge forward slightly until you feel a stretch up the front of the right hip. 5) Hold for 20-30 seconds and repeat twice each side.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,Gluteal strengthening supine,Buttock lift,Strength,B,"Runners, walkers, hip weakness",Nil,2 minutes,"1) Lie on you back with you knees bent up and feet flat on the ground. 2) Find neutral spine* and activate you core*. 3) Draw your shoulder blades down the back of your ribcage. 3) Tighten your buttock muscles and lift your buttocks off the floor, still trying to maintain a contraction in the muscle, lower your buttocks back down. 4) Repeat 15 times and do 3 sets.  (*See 'neutral spine and core' under programs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
